20220501	12:17:27 	 1030b169-1ce0-42de-9698-26597dd634bc 	 GET 	 undefined 	 /
20220501	13:15:49 	 8ec305e1-10c4-417b-b900-ad5b2e8c0b42 	 GET 	 undefined 	 /states
20220501	13:19:29 	 4ff83155-7710-4cc2-a5b6-cef6167bfb19 	 GET 	 undefined 	 /states/
20220501	13:19:40 	 ad016a01-d55a-41e9-ae0d-d08ed9215fea 	 GET 	 undefined 	 /states/:state/funfact
20220501	13:19:45 	 8272536a-34b3-4fb0-b445-2fb976c3160e 	 GET 	 undefined 	 /states/:state/funfact
20220501	13:20:08 	 6f69b081-1941-48f3-a654-efd2832744fd 	 GET 	 undefined 	 /states/:state/funfact
20220501	13:31:17 	 0c33e95b-150f-4bc6-94c6-c5f884e7052d 	 GET 	 undefined 	 /states/:state
20220501	13:31:56 	 182d191f-00ed-44a2-a4d8-6794f3bf4959 	 GET 	 undefined 	 /
20220501	13:32:01 	 7e997041-8d86-458c-9a5f-f4ff9c1816e6 	 GET 	 undefined 	 /state
20220501	13:32:03 	 cceeee74-8366-431a-bfc1-9f16abcf5832 	 GET 	 undefined 	 /states
20220501	13:33:07 	 8ce7d1f5-86b1-42b8-936e-058602ee2f08 	 GET 	 undefined 	 /states/:state
20220501	13:34:04 	 3d241f1c-c7c5-4cc3-8671-c7b57e7c49b1 	 POST 	 undefined 	 /states
20220501	13:34:10 	 09c0142d-81d3-40b4-8f6c-d0acb479c5eb 	 PATCH 	 undefined 	 /states
20220501	13:35:11 	 3d6081fa-f676-4293-ab07-6faf9698df98 	 PATCH 	 undefined 	 /states
20220501	13:35:23 	 51132b46-db09-4546-8b54-5b15f6d8a8cc 	 PATCH 	 undefined 	 /states
20220501	13:44:26 	 63bf7af1-5224-485e-b883-db858a5e1dab 	 GET 	 undefined 	 /states
20220501	13:44:37 	 36ed2610-ef06-48ea-96f7-cfaabd2351ee 	 GET 	 undefined 	 /states/:state/admission
20220501	13:45:02 	 a8f94328-3c48-4850-a6c6-7a9a24b51a7f 	 GET 	 undefined 	 /states/:state/poulation
20220501	13:49:59 	 6e936fac-1128-4c0e-a34a-bac16af4c963 	 GET 	 undefined 	 /states/
20220501	13:59:12 	 507722b4-df83-4dd4-a103-07b4e1caf5fd 	 GET 	 undefined 	 /states/
20220501	13:59:18 	 46abc312-004e-424e-b765-a586e9a492d7 	 GET 	 undefined 	 /state/
20220501	13:59:20 	 3008e207-5676-49e7-98dc-1bafd455ba49 	 GET 	 undefined 	 /states/
20220501	13:59:25 	 6799a28c-6c42-4207-b6c4-c90eb0bfd471 	 POST 	 undefined 	 /states/
20220501	13:59:28 	 ea78127f-c179-435a-bd5f-6b5ac38cc970 	 PATCH 	 undefined 	 /states/
20220501	13:59:32 	 b56e3534-6fd7-4708-8cc7-88ad18ec34d8 	 OPTIONS 	 undefined 	 /states/
20220501	13:59:37 	 8a218664-3639-4a93-9c0c-bd166aa920e6 	 PATCH 	 undefined 	 /states/
20220501	13:59:42 	 880dd5f0-f19c-4771-8fe5-5e8eae3b9fc2 	 DELETE 	 undefined 	 /states/
20220501	13:59:45 	 e56ae102-f925-4e46-b702-8a49f096454c 	 PUT 	 undefined 	 /states/
20220501	13:59:50 	 e887521a-c11a-4d4f-bf8a-c3f2381442c7 	 POST 	 undefined 	 /states/
20220501	13:59:53 	 19eaffe5-447b-4a57-8660-6aa9fa8d841d 	 GET 	 undefined 	 /states/
20220501	14:00:59 	 d3a930c1-b061-48e8-8170-c51e09a84578 	 GET 	 undefined 	 /states/co/funfacts
20220501	14:01:06 	 ddb5d761-1ea5-4d91-ab2f-3aadb8d3c9d1 	 GET 	 undefined 	 /states/ks/funfacts
20220501	14:01:11 	 ced9556c-93d3-4740-82bd-78d1e043719e 	 GET 	 undefined 	 /states/co/funfacts
20220501	14:19:57 	 d4772881-9b8b-416c-af1c-3a9a25e8be95 	 POST 	 undefined 	 /states/co/funfacts
20220501	14:20:03 	 703466c3-e20a-4cc0-a4f6-b8092239b0a6 	 POST 	 undefined 	 /states
20220501	14:21:50 	 a238932c-8c3a-4f18-974c-3d954313a3e7 	 POST 	 undefined 	 /state
20220501	14:21:51 	 30ff566a-44a0-44d6-bb90-bb7decd82c44 	 POST 	 undefined 	 /state/
20220501	14:21:56 	 082f47c3-2c3d-4f52-8932-ca990e0d4c18 	 POST 	 undefined 	 /states/
20220501	14:35:36 	 449b53ef-e07d-45f0-95a9-f007e99cb833 	 POST 	 undefined 	 /states/
20220501	14:35:37 	 12799547-ee48-47b7-9882-7eb6cd2059b1 	 POST 	 undefined 	 /states/
20220501	14:35:39 	 17b3ffca-b511-4906-ba22-36b69954e518 	 POST 	 undefined 	 /states
20220501	14:35:44 	 4af8953d-2871-4056-a211-5dc30c139a91 	 GET 	 undefined 	 /states
20220501	14:39:19 	 cd7c59b7-1174-41bd-9520-6fa284df6f41 	 GET 	 undefined 	 /states
20220501	14:39:20 	 e60cde15-b339-4816-8b40-b9e1bd43d81e 	 GET 	 undefined 	 /states
20220501	14:43:53 	 541b0f3f-2bf6-41fe-bcc5-02c182d997ac 	 GET 	 undefined 	 /states
20220501	14:43:55 	 eb030b94-1201-4358-99fa-e28215e8b301 	 GET 	 undefined 	 /states
20220501	14:44:16 	 c60789d1-8f3b-4546-a7ee-7146051370d5 	 POST 	 undefined 	 /states
20220501	14:44:23 	 4f6a506c-7967-4c52-902a-fd5e0c2936e8 	 DELETE 	 undefined 	 /states
20220501	14:45:13 	 1e1cd3d6-d18f-43e8-91b7-6a8758d2f88e 	 GET 	 undefined 	 /states
20220501	14:45:17 	 a7e9440b-0001-47e0-a35e-e990281ae2ad 	 POST 	 undefined 	 /states
20220501	14:45:25 	 6f5c2133-14f0-46a6-9d7b-d36fd5e403e4 	 PATCH 	 undefined 	 /states
20220501	14:45:27 	 b415ac9a-b2c4-41b1-b204-30d6a6fb83f8 	 OPTIONS 	 undefined 	 /states
20220501	14:45:31 	 af37280b-0a81-449c-93dd-6c4c0a63f7b2 	 POST 	 undefined 	 /states
20220501	14:45:34 	 4deee330-b800-4c20-9cc6-bbfb5bb845ba 	 PUT 	 undefined 	 /states
20220501	14:45:46 	 0dea7855-9e55-4c65-b17b-92772763c81c 	 GET 	 undefined 	 /states
20220501	14:45:54 	 6eefee9c-eeec-4c00-9c96-9a94867942a3 	 GET 	 undefined 	 /states/al
20220502	12:25:52 	 56724615-b8cf-47dd-816c-99ab939b84f9 	 POST 	 undefined 	 /states
20220502	12:25:56 	 244851d2-3e58-4e0f-9cbc-46061411d5f2 	 GET 	 undefined 	 /states
20220502	12:26:52 	 7c631cf3-0f8f-422f-a27a-8441cf288a45 	 GET 	 undefined 	 /
20220502	12:26:57 	 fb59d7c7-a231-4eed-a90a-1498511c8fbe 	 GET 	 undefined 	 /states
20220502	12:27:43 	 7c8ba923-74a9-4283-b41d-9e0e7affb29a 	 GET 	 undefined 	 /states
20220502	12:28:20 	 76472524-1e25-4d9e-bf02-36426e515ca8 	 GET 	 undefined 	 /states
20220502	12:28:35 	 e1338f0d-c28d-4777-a7b2-8fa5e45b91ed 	 POST 	 undefined 	 /states
20220502	12:28:47 	 f3b65312-ea23-4174-b057-5b3b219fe3a8 	 GET 	 undefined 	 /states/
20220502	12:28:59 	 4985b81a-c208-450e-987a-546d36e0f229 	 GET 	 undefined 	 /states/
20220502	14:09:50 	 1c430c1f-dfb0-4c62-b888-accae70aa8da 	 POST 	 undefined 	 /states/
20220502	14:10:04 	 8238139b-7434-4a19-b345-279551764c21 	 GET 	 undefined 	 /states/
20220502	14:15:22 	 3c65e9f0-8280-46e6-b8a3-25d4ae075f37 	 GET 	 undefined 	 /state
20220502	14:15:24 	 ff5d4cc4-14c1-47c0-8da9-870b5ddee2c4 	 GET 	 undefined 	 /states
20220502	14:15:35 	 da48d334-b14c-4d51-9503-407da0dfc23b 	 GET 	 undefined 	 /state
20220502	14:16:22 	 d33b2ebc-4313-493d-a883-42770389e860 	 GET 	 undefined 	 /states
20220502	14:16:24 	 7faf99bc-e9d2-48cd-85fa-928a5f5f928b 	 GET 	 undefined 	 /state
20220502	14:17:30 	 255231a3-ea4f-4279-b63f-de3418c0cdab 	 GET 	 undefined 	 /states/
20220502	14:17:41 	 0a9ad554-b5fc-4e49-aa8a-f5f74b9c6370 	 GET 	 undefined 	 /states/?contig=true
20220502	14:17:50 	 6f1f6d41-af19-4646-a3bb-093586f03708 	 GET 	 undefined 	 /states/?contig=false
20220502	14:18:15 	 0cad280b-4ad8-4afd-9cf0-a33d9f02d90c 	 GET 	 undefined 	 /states/:state
20220503	14:34:10 	 67443e20-c4eb-4646-a0ed-214aa34d15d8 	 GET 	 undefined 	 /states/
20220503	14:34:21 	 8fffbad5-75e1-4338-804b-7c23885d65d6 	 GET 	 undefined 	 /
20220503	14:34:45 	 1b3fd4b6-2aa5-458d-bb13-6f169207f461 	 GET 	 undefined 	 /
20220503	14:36:41 	 f50de14e-e068-41e0-8148-9baa32179e83 	 GET 	 undefined 	 /states
20220503	15:30:20 	 11432bf2-48af-4a93-968b-b084d8fd884e 	 GET 	 undefined 	 /states
20220503	15:30:47 	 ca356bec-ae07-4486-8231-02bb2a842e82 	 GET 	 undefined 	 /states/:state/funfact
20220503	15:51:47 	 43a319e4-17c8-4bde-9b4d-9dff755116e3 	 GET 	 undefined 	 /state
20220503	15:51:50 	 87593ac3-4754-492f-a384-a5fa503566be 	 GET 	 undefined 	 /states
20220503	15:56:39 	 f42eac21-83a2-48de-a300-9fa5d0a92281 	 GET 	 undefined 	 /states/ks
20220504	11:43:01 	 4d25aa82-3151-489c-aae4-acecd931ab1c 	 GET 	 undefined 	 /state
20220504	11:45:17 	 eb80d4f2-9125-4698-95c8-722513dde6c9 	 GET 	 undefined 	 /state
20220504	11:45:18 	 c3cb313f-1125-40c9-9958-c4e71382706c 	 GET 	 undefined 	 /state
20220504	11:45:19 	 3569848e-d423-4b91-a5e4-808c5aedfb7c 	 GET 	 undefined 	 /state
20220504	11:45:19 	 6a38f30c-c871-4d71-8c93-401ec4fd7458 	 GET 	 undefined 	 /state
20220504	11:45:19 	 890dbea8-a889-4207-bb8f-36d49615e4f4 	 GET 	 undefined 	 /state
20220504	11:45:20 	 09632be6-5648-4d97-82cc-394eb9161cf5 	 GET 	 undefined 	 /state
20220504	11:45:20 	 d14fc201-2b12-4ef5-a9f5-cb5a4011a580 	 GET 	 undefined 	 /state
20220504	11:45:41 	 25163032-a53a-4bf5-a2e6-26d0cb637541 	 GET 	 undefined 	 /state
20220504	11:46:26 	 2336d953-3e71-4848-8f0e-aac695626c71 	 GET 	 undefined 	 /state
20220504	11:46:27 	 0e8fee86-cea3-40c0-9e47-951718df5638 	 GET 	 undefined 	 /state
20220504	11:48:44 	 42acbcb8-ba0d-46af-99ab-b40ae22ab96e 	 GET 	 undefined 	 /state
20220504	11:49:28 	 1ec7b033-8f18-424b-9c0a-e9346e375522 	 GET 	 undefined 	 /state
20220504	11:49:39 	 76926943-7978-4a4e-89a0-e7f691978094 	 GET 	 undefined 	 /state
20220504	11:49:39 	 06a565c9-ae19-4499-98b9-e56100f2fcaf 	 GET 	 undefined 	 /public/css/style.css
20220504	11:49:39 	 469954a3-f00a-40ce-8073-433650ab5c84 	 GET 	 undefined 	 /favicon.ico
20220504	11:50:14 	 22ebdc3c-a5d5-4ab9-8776-5911efe4f3db 	 GET 	 undefined 	 /states
20220504	11:50:20 	 63454996-7c3d-446f-a425-dedfb1982b51 	 GET 	 undefined 	 /state
20220504	11:50:20 	 3cd520aa-6a4c-4493-ba96-201de05928c3 	 GET 	 undefined 	 /public/css/style.css
20220504	12:12:51 	 56951e5e-002e-48f2-898f-462a364ad538 	 GET 	 undefined 	 /states
20220504	12:12:56 	 639ae976-f51a-482e-b191-6ad3c181c951 	 GET 	 undefined 	 /state
20220504	12:12:56 	 9539b646-6671-41fe-9977-6ca265d409a8 	 GET 	 undefined 	 /public/css/style.css
20220504	12:12:56 	 b267dd6a-fa14-47e8-9733-e245eecb7a40 	 GET 	 undefined 	 /favicon.ico
20220504	12:12:56 	 14087142-2171-493d-8393-45084e197417 	 GET 	 undefined 	 /css/style.css
20220504	12:13:32 	 cd1c1122-f1c6-41a6-9a4c-8af372e73a94 	 GET 	 undefined 	 /
20220504	12:13:32 	 549d9f1e-c88f-41c2-bdff-cb8cbbff6249 	 GET 	 undefined 	 /public/css/style.css
20220504	12:14:42 	 c40f16ea-502e-4fcc-8d5b-5c35b7f2e8a9 	 GET 	 undefined 	 /
20220504	12:14:42 	 0abc6620-9710-45d4-9087-2eb34eef2e8e 	 GET 	 undefined 	 /public/css/style.css
20220504	12:14:42 	 5ded3a90-579f-41bb-8dbf-0d2be7b19815 	 GET 	 undefined 	 /favicon.ico
20220504	12:14:45 	 c5e332a3-b67f-4a4b-8a1b-96e574e72096 	 GET 	 undefined 	 /state
20220504	12:14:45 	 3a573cb2-b10c-46fb-9a82-4c51303abf36 	 GET 	 undefined 	 /css/style.css
20220504	12:14:51 	 ece71b0f-0ebb-4731-a355-da6bb0e4ee0c 	 GET 	 undefined 	 /states
20220504	13:10:06 	 723db181-8103-4a39-bb01-f01eb5d9ddd2 	 GET 	 undefined 	 /
20220504	13:11:43 	 6d3ccd97-ae0c-4d95-bbe5-a55702338b9a 	 GET 	 undefined 	 /
20220504	13:11:43 	 1440a013-a1ed-4c49-a720-365459bba7a3 	 GET 	 undefined 	 /public/css/style.css
20220504	13:11:50 	 ddd37fc9-6585-48e3-95c9-69afb63431b7 	 GET 	 undefined 	 /states
20220504	13:11:56 	 46bf4e59-8b65-489e-b874-afa8ed677e8b 	 GET 	 undefined 	 /state
20220504	13:11:57 	 acdeaae6-10d0-4318-9e6d-96ff2f3c11a0 	 GET 	 undefined 	 /css/style.css
20220504	13:12:26 	 937510bc-e1a2-458d-9371-18a94870c8bb 	 GET 	 undefined 	 /index.html
20220504	13:12:26 	 4aa9f99a-f43f-43ad-a29c-7cdf34582487 	 GET 	 undefined 	 /public/css/style.css
20220504	13:13:16 	 ee293607-bb7e-425f-89a7-eacc5c82a3e8 	 GET 	 undefined 	 /index.html
20220504	13:13:17 	 1adede7b-9e34-47bc-a9cf-56f68c7d0de5 	 GET 	 undefined 	 /css/style.css
20220504	13:13:53 	 94bfd51d-2c6b-48a5-af4a-df6af1d223d5 	 GET 	 undefined 	 /index.html
20220504	13:13:53 	 8be73c5e-4cfe-4fe4-8de2-f50aec916da2 	 GET 	 undefined 	 /css/style.css
20220504	13:13:57 	 04461dce-75ac-42c9-ae8b-627f483d6608 	 GET 	 undefined 	 /index.html
20220504	13:13:57 	 6f80e75e-e4aa-4d59-8f89-47b1bcbab37c 	 GET 	 undefined 	 /css/style.css
20220504	13:13:58 	 67e64615-990f-4c7a-a66a-f502de073819 	 GET 	 undefined 	 /index.html
20220504	13:13:58 	 fe2e78e7-2913-4ea7-b59e-43b2e695f36f 	 GET 	 undefined 	 /css/style.css
20220504	13:14:06 	 36bb8369-c5b4-476e-ab48-512c7a362843 	 GET 	 undefined 	 /index.html
20220504	13:14:06 	 a141f175-496e-4fba-b646-df3f51a13bae 	 GET 	 undefined 	 /css/style.css
20220504	13:14:08 	 6216d3d9-96b0-47e2-915c-76869389ad18 	 GET 	 undefined 	 /index.html
20220504	13:14:08 	 25030d43-d8a9-4bc2-9966-b7608a7bdba9 	 GET 	 undefined 	 /css/style.css
20220504	13:14:18 	 e5ceddcc-5362-4dc8-84d9-d71b6d936ce9 	 GET 	 undefined 	 /states
20220504	13:14:20 	 42caf735-b0e4-4206-a952-75e2cfff06b8 	 GET 	 undefined 	 /state
20220504	13:14:20 	 c286933c-8833-4e40-a8e5-bd7b6cb4e744 	 GET 	 undefined 	 /css/style.css
20220504	13:14:25 	 a0a6d707-0f3f-475b-8839-22a2fcab5d80 	 GET 	 undefined 	 /states
20220504	13:14:34 	 46b29d4f-f299-4618-8944-f861205b11b1 	 GET 	 undefined 	 /states/ks
20220504	13:14:42 	 dbb77a14-6d6d-48ef-b4d7-3f60fc699f34 	 GET 	 undefined 	 /states/KS
20220504	13:14:55 	 14d07d94-1ffb-4183-b319-4fffa23e48b7 	 GET 	 undefined 	 /states
20220504	13:14:59 	 51d6bc6a-f849-460c-8412-d5304eb702ca 	 GET 	 undefined 	 /states/ks
20220504	13:16:41 	 c7249c7c-6d00-47ab-aed2-27633a4527dd 	 GET 	 undefined 	 /states/
20220504	13:16:46 	 667e9a9c-bda7-4f0e-b7b4-b0b8d2c49ff4 	 GET 	 undefined 	 /states/AL
20220504	13:24:19 	 1ced430e-08f8-4dc1-93e4-20cf4b7ff445 	 GET 	 undefined 	 /states/AL
20220504	13:24:20 	 29a7a85e-861b-4aa7-9150-e541896b43f8 	 GET 	 undefined 	 /states/AL
20220504	13:24:20 	 0896a37b-234b-4696-a87d-8b155779fb3e 	 GET 	 undefined 	 /states/AL
20220504	13:24:22 	 5bcdf408-5802-4dc1-ac6e-a98d6c77f50a 	 GET 	 undefined 	 /states/
20220504	13:24:25 	 c5062917-ad44-4428-940e-9c7aea8d4a9d 	 GET 	 undefined 	 /states/AL
20220504	13:24:32 	 de045654-b647-4b88-8f66-8e7b9e461dd1 	 GET 	 undefined 	 /states/al
20220504	13:24:37 	 e47a0607-ab10-476b-9e0d-5d5983b8ad67 	 GET 	 undefined 	 /states
20220504	13:24:40 	 1dccff06-4841-4a57-a240-6d867d53689c 	 GET 	 undefined 	 /state
20220504	13:24:40 	 435f3366-9412-458e-9329-13c5d5d1042d 	 GET 	 undefined 	 /css/style.css
20220504	13:24:43 	 bf7a5ed2-91f8-49f5-b105-06d8c332c67e 	 GET 	 undefined 	 /index.html
20220504	13:24:43 	 4adedeed-5a10-4df7-9a88-a7b357489dc8 	 GET 	 undefined 	 /css/style.css
20220504	13:24:49 	 a831770a-7441-4c99-960d-9fe0d0e706f3 	 GET 	 undefined 	 /css/style.css
20220505	14:13:02 	 e556f2c6-6a60-4eb4-8852-742b53db1c1c 	 GET 	 undefined 	 /
20220505	14:13:02 	 df2c159f-acbf-4826-971c-57aba69594e6 	 GET 	 undefined 	 /css/style.css
20220505	14:13:02 	 e575891b-90d1-41ce-b750-8845567668f5 	 GET 	 undefined 	 /script.js
20220505	14:13:03 	 dba0001f-9240-41fe-86a1-fe6c21809534 	 GET 	 undefined 	 /favicon.ico
20220505	14:17:07 	 6ebc0754-c2f0-4a2e-897e-2493d3194e93 	 GET 	 undefined 	 /
20220505	14:17:07 	 ff9e47d0-c12e-4e20-af8d-37b30d7af6fd 	 GET 	 undefined 	 /css/style.css
20220505	14:17:07 	 0e9d3894-d734-45e7-8eaf-8cf8081aba66 	 GET 	 undefined 	 /script.js
20220505	14:31:05 	 60e2cf1c-93fc-4188-9a31-10b0058f7b49 	 GET 	 undefined 	 /
20220505	14:31:05 	 1b84c86c-5b72-45a4-a508-fc530103fca1 	 GET 	 undefined 	 /css/style.css
20220505	14:31:05 	 d9cbe607-fc9a-4662-9122-cdfa1d3aa5aa 	 GET 	 undefined 	 /script.js
20220505	14:31:16 	 47dd9b7e-13de-40ab-98c7-96bdcce397a5 	 GET 	 undefined 	 /
20220505	14:31:16 	 05fa4e2f-5c54-4d6d-b59f-675007dcfcf5 	 GET 	 undefined 	 /css/style.css
20220505	14:31:16 	 171f52be-a5c7-47dd-b999-4fca02d9a78d 	 GET 	 undefined 	 /script.js
20220505	14:31:17 	 9bb3077e-f2fa-4f82-94c6-6fe0cf93c5f3 	 GET 	 undefined 	 /
20220505	14:31:17 	 d4a935a5-96c7-41c4-90dd-32fa8ea6e0de 	 GET 	 undefined 	 /css/style.css
20220505	14:31:17 	 15e4d32b-2d66-4e5f-ace4-41a6ae2eedc4 	 GET 	 undefined 	 /script.js
20220505	14:31:24 	 66f36ba5-6e6d-4070-92eb-d53d75c7f2ea 	 GET 	 undefined 	 /css/style.css
20220505	14:35:24 	 1a021a0f-0126-4dc0-a20a-4c37d2be2f62 	 GET 	 undefined 	 /
20220505	14:35:24 	 b563b07a-3214-48cb-8694-cb504fe9389d 	 GET 	 undefined 	 /public/style.css
20220505	14:35:24 	 65f936d4-4990-4937-98a4-91b7818bce8b 	 GET 	 undefined 	 /script.js
20220505	14:35:25 	 cf5d9c21-0800-406f-9556-e6e65597b2dd 	 GET 	 undefined 	 /
20220505	14:35:25 	 9d781c93-25fd-42f6-bbd9-f2c46bf7bdb9 	 GET 	 undefined 	 /public/style.css
